W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,SimLex
(opinion|idea),(activity|movement),(business|industry),(alcohol|wine),(animal|person),(bring|send),(area|zone),(book|essay),(agree|argue),(give|put),(code|symbol),(student|professor),(date|calendar),(apparent|obvious),(friend|teacher),(king|princess),(come|bring),(necessary|important),(student|professor),(wide|narrow),(add|build),(doctor|professor),(dollar|people),(long|narrow),(student|professor),(king|princess)
(task|job),(plane|airport),(recent|new),(hand|foot),(style|fashion),(champion|winner),(proof|fact),(brother|soul),(street|car),(style|fashion),(people|gun),(boat|car),(foot|head),(tower|bell),(recent|new),(argument|agreement),(way|manner),(idea|scheme),(take|leave),(difficult|simple),(large|big),(dollar|people),(take|carry),(code|symbol),(door|floor),(winner|goal)
(man|child),(different|normal),(boat|car),(god|priest),(man|child),(girl|child),(friend|teacher),(winner|candidate),(baby|daughter),(hole|wife),(book|theme),(people|gun),(beer|alcohol),(become|appear),(lose|get),(begin|go),(people|gun),(argument|criticism),(job|management),(article|journal),(necessary|important),(take|receive),(bottom|side),(chief|mayor),(winter|season),(disc|computer)
(book|text),(student|professor),(proof|fact),(belief|opinion),(driver|pilot),(school|law),(receive|give),(explain|prove),(article|journal),(article|journal),(beach|sea),(job|management),(absence|presence),(word|newspaper),(foot|head),(way|manner),(take|leave),(car|bridge),(august|month),(achieve|try),(article|journal),(song|story),(baby|daughter),(student|professor),(necessary|important),(chemistry|theory)
(child|boy),(chief|mayor),(business|company),(card|bridge),(value|belief),(fast|rapid),(belief|opinion),(proof|fact),(chief|mayor),(take|receive),(foot|head),(give|put),(princess|island),(simple|easy),(activity|movement),(fast|rapid),(student|professor),(formal|proper),(king|princess),(proof|fact),(save|protect),(long|narrow),(child|adult),(hole|wife),(fast|rapid),(atom|carbon)
(business|company),(book|text),(man|child),(intelligence|logic),(author|creator),(right|justice),(article|journal),(rice|boy),(biography|fiction),(formal|proper),(carry|bring),(leader|manager),(august|month),(sun|sky),(explain|prove),(august|month),(girl|child),(difficult|simple),(go|allow),(send|receive),(money|diamond),(activity|movement),(winner|goal),(god|priest),(argument|agreement),(animal|person)
(activity|movement),(book|essay),(disc|computer),(chief|mayor),(child|adult),(card|bridge),(house|key),(article|journal),(job|management),(princess|island),(agree|argue),(song|story),(formal|proper),(song|story),(boat|car),(people|gun),(difficult|simple),(word|newspaper),(difficult|simple),(take|receive),(money|capital),(friend|mother),(carry|bring),(people|gun),(value|belief),(molecule|air)
(beach|sea),(song|story),(article|journal),(game|action),(agree|argue),(college|class),(song|story),(street|car),(alcohol|wine),(code|symbol),(fast|rapid),(wide|narrow),(go|send),(leave|remain),(leave|go),(action|course),(explain|prove),(explain|prove),(formal|proper),(communication|television),(biography|fiction),(leave|enter),(condition|boy),(get|put),(long|narrow),(mother|wife)
(argue|differ),(door|floor),(style|fashion),(college|class),(king|princess),(date|calendar),(car|bridge),(couple|pair),(sky|universe),(animal|person),(belief|opinion),(join|add),(simple|easy),(way|manner),(value|belief),(princess|island),(book|essay),(hole|wife),(lose|get),(leave|go),(dollar|people),(keep|protect),(phrase|word),(august|month),(simple|easy),(child|adult)
(become|seem),(tower|bell),(club|society),(student|professor),(action|course),(friend|teacher),(card|bridge),(day|morning),(student|professor),(become|appear),(come|bring),(recent|new),(long|narrow),(save|protect),(driver|pilot),(student|professor),(get|remain),(wide|narrow),(argue|prove),(sky|universe),(august|month),(take|leave),(leader|manager),(situation|condition),(condition|boy),(bring|send)
(boy|brother),(discussion|argument),(foot|head),(driver|pilot),(couple|pair),(street|car),(date|calendar),(achieve|try),(communication|television),(keep|protect),(discussion|argument),(come|bring),(explain|prove),(give|put),(go|enter),(tower|bell),(reality|fantasy),(come|bring),(molecule|air),(molecule|air),(essential|necessary),(girl|child),(chief|mayor),(lose|get),(agree|argue),(word|page)
(water|ice),(book|literature),(animal|person),(situation|condition),(save|protect),(game|action),(tower|bell),(friend|teacher),(foot|head),(molecule|air),(car|bridge),(baby|daughter),(lose|keep),(animal|person),(job|management),(animal|person),(date|calendar),(action|course),(day|morning),(situation|condition),(lose|get),(proof|fact),(recent|new),(go|send),(foot|head),(wood|paper)
(make|become),(opinion|choice),(attention|interest),(right|justice),(medium|news),(child|adult),(student|professor),(champion|winner),(wide|narrow),(rice|boy),(date|calendar),(room|cell),(arm|body),(driver|pilot),(beer|alcohol),(absence|presence),(action|course),(keep|protect),(beer|alcohol),(begin|go),(tower|bell),(fast|rapid),(activity|movement),(book|essay),(molecule|air),(winner|candidate)
(proof|fact),(leader|manager),(biography|fiction),(animal|person),(alcohol|wine),(king|princess),(sun|sky),(beach|sea),(money|diamond),(fast|rapid),(leave|remain),(august|month),(article|journal),(wood|paper),(tower|bell),(leave|remain),(leader|manager),(money|diamond),(communication|television),(save|protect),(agree|argue),(send|receive),(get|remain),(discussion|argument),(send|receive),(become|seem)
(get|remain),(hole|wife),(king|princess),(author|creator),(situation|condition),(couple|pair),(animal|person),(apparent|obvious),(friend|teacher),(august|month),(apparent|obvious),(activity|movement),(tower|bell),(leave|go),(song|story),(leader|manager),(simple|easy),(carry|bring),(word|newspaper),(student|professor),(join|add),(date|calendar),(leave|remain),(motor|boat),(job|management),(bottom|side)
(idea|scheme),(journey|conquest),(leave|appear),(august|month),(article|journal),(value|belief),(day|morning),(princess|island),(leader|manager),(people|gun),(friend|teacher),(idea|scheme),(beach|sea),(article|journal),(dollar|people),(foot|head),(animal|person),(simple|easy),(chief|mayor),(girl|child),(discussion|argument),(code|symbol),(people|gun),(agree|argue),(communication|television),(try|think)
(intelligence|logic),(get|remain),(motor|boat),(child|adult),(send|receive),(driver|pilot),(idea|scheme),(fast|rapid),(carry|bring),(argue|prove),(style|fashion),(lose|get),(vehicle|bus),(chief|mayor),(communication|television),(dollar|people),(communication|television),(achieve|try),(recent|new),(car|bridge),(king|princess),(job|management),(wide|narrow),(newspaper|information),(give|put),(friend|teacher)
(word|dictionary),(adult|baby),(date|calendar),(style|fashion),(college|class),(beach|sea),(big|heavy),(belief|opinion),(come|bring),(reality|fantasy),(chief|mayor),(beach|sea),(style|fashion),(book|essay),(condition|boy),(long|narrow),(style|fashion),(book|essay),(boat|car),(become|appear),(leave|go),(condition|boy),(reality|fantasy),(argue|prove),(try|think),(father|daughter)
(chemistry|theory),(brother|soul),(people|party),(home|state),(molecule|air),(top|side),(money|diamond),(leave|enter),(day|morning),(street|car),(august|month),(book|essay),(communication|television),(god|priest),(brother|soul),(idea|scheme),(dollar|people),(student|professor),(princess|island),(give|put),(author|creator),(save|protect),(hard|easy),(give|put),(wood|paper),(book|theme)
(animal|person),(task|job),(money|capital),(child|boy),(idea|image),(argue|prove),(arm|body),(reality|fantasy),(value|belief),(child|adult),(bring|send),(rice|boy),(dollar|people),(friend|teacher),(situation|condition),(leave|appear),(recent|new),(august|month),(article|journal),(big|heavy),(argument|agreement),(action|course),(become|appear),(condition|boy),(big|heavy),(home|state)
(book|literature),(recent|new),(rice|boy),(king|princess),(become|seem),(communication|television),(molecule|air),(chief|mayor),(word|newspaper),(argument|agreement),(word|newspaper),(communication|television),(give|put),(foot|head),(wide|narrow),(molecule|air),(strength|might),(strength|might),(situation|condition),(leave|enter),(job|management),(driver|pilot),(princess|island),(street|car),(bottom|side),(motor|boat)
(article|journal),(book|article),(student|professor),(leader|manager),(money|diamond),(bottom|side),(august|month),(august|month),(code|symbol),(couple|pair),(strength|might),(formal|proper),(try|think),(date|calendar),(begin|go),(article|journal),(situation|condition),(wood|paper),(agree|argue),(money|diamond),(condition|boy),(book|theme),(go|send),(go|allow),(become|appear),(leave|remain)
(brother|soul),(rice|boy),(medium|news),(leave|appear),(chief|mayor),(sky|universe),(condition|boy),(discussion|argument),(discussion|argument),(begin|go),(save|protect),(long|narrow),(baby|daughter),(discussion|argument),(animal|person),(hole|wife),(rice|boy),(recent|new),(big|heavy),(tower|bell),(action|course),(foot|head),(song|story),(formal|proper),(winner|goal),(friend|mother)
(intelligence|skill),(begin|go),(adult|baby),(area|zone),(take|obtain),(people|gun),(brother|soul),(animal|person),(get|remain),(achieve|try),(situation|condition),(dollar|people),(achieve|try),(dollar|people),(come|bring),(room|cell),(baby|daughter),(article|journal),(become|appear),(rice|boy),(situation|condition),(boat|car),(car|highway),(song|story),(adult|baby),(take|leave)
(become|appear),(foot|head),(door|floor),(plane|airport),(idea|scheme),(go|send),(become|seem),(house|key),(arm|body),(hand|foot),(join|add),(word|newspaper),(carry|bring),(leave|enter),(hole|wife),(brother|soul),(become|appear),(save|protect),(god|priest),(long|narrow),(begin|go),(apparent|obvious),(lose|get),(date|calendar),(chief|mayor),(word|newspaper)
(large|big),(money|diamond),(action|course),(street|car),(condition|boy),(day|morning),(get|remain),(card|bridge),(argument|agreement),(situation|condition),(boat|car),(get|remain),(bottom|side),(explain|prove),(door|gate),(god|priest),(lose|keep),(door|floor),(action|course),(apparent|obvious),(baby|daughter),(newspaper|information),(foot|head),(car|highway),(style|fashion),(come|bring)
(money|capital),(old|new),(sky|universe),(sun|sky),(book|essay),(princess|island),(god|priest),(god|priest),(begin|go),(agree|argue),(girl|child),(couple|pair),(come|bring),(communication|television),(style|fashion),(big|heavy),(idea|scheme),(champion|winner),(people|gun),(door|floor),(strength|might),(reality|fantasy),(big|heavy),(action|course),(newspaper|information),(go|come)
(plate|bowl),(bottom|side),(leader|manager),(communication|television),(achieve|try),(leave|appear),(style|fashion),(bottom|side),(battle|conquest),(bottom|side),(wide|narrow),(simple|easy),(leader|manager),(send|receive),(beach|sea),(give|put),(song|story),(car|highway),(tower|bell),(action|course),(carry|bring),(argue|prove),(student|professor),(join|add),(absence|presence),(tax|income)
(second|minute),(word|page),(get|remain),(molecule|air),(leave|appear),(foot|head),(communication|television),(hole|wife),(send|receive),(word|newspaper),(money|diamond),(tower|bell),(strength|might),(book|theme),(discussion|argument),(newspaper|information),(article|journal),(big|heavy),(argument|agreement),(style|fashion),(motor|boat),(difficult|simple),(august|month),(save|protect),(book|essay),(winter|summer)
(book|article),(hard|simple),(game|action),(motor|boat),(tower|bell),(strength|might),(take|obtain),(begin|go),(dollar|people),(friend|teacher),(communication|television),(molecule|air),(agree|argue),(brother|soul),(go|send),(achieve|try),(join|add),(argue|prove),(long|narrow),(lose|get),(formal|proper),(friend|teacher),(sky|universe),(animal|person),(reality|fantasy),(street|car)
(business|industry),(second|minute),(reality|fantasy),(boy|soldier),(boy|soldier),(belief|opinion),(simple|easy),(communication|television),(explain|prove),(arm|body),(student|professor),(friend|teacher),(become|appear),(people|gun),(wood|paper),(driver|pilot),(driver|pilot),(author|creator),(send|receive),(take|leave),(word|newspaper),(give|put),(word|newspaper),(tower|bell),(task|job),(dog|horse)
(destruction|construction),(disc|computer),(idea|scheme),(wealth|fame),(doctor|professor),(bird|turkey),(bring|send),(big|heavy),(door|floor),(bird|turkey),(lose|get),(article|journal),(chief|mayor),(code|symbol),(rice|boy),(recent|new),(achieve|try),(argument|agreement),(baby|daughter),(street|car),(wood|paper),(winner|candidate),(give|put),(idea|scheme),(code|symbol),(boat|car)
(disc|computer),(destruction|construction),(journey|conquest),(attention|interest),(proof|fact),(become|seem),(lose|keep),(save|protect),(people|gun),(join|add),(driver|pilot),(money|diamond),(couple|pair),(argument|agreement),(word|newspaper),(beach|sea),(save|protect),(lose|keep),(achieve|try),(author|creator),(friend|teacher),(recent|new),(proof|fact),(fast|rapid),(princess|island),(wife|husband)
(different|normal),(princess|island),(condition|boy),(reality|fantasy),(top|side),(get|remain),(rice|boy),(agree|argue),(book|theme),(sun|sky),(animal|person),(discussion|argument),(door|floor),(author|creator),(article|journal),(formal|proper),(molecule|air),(condition|boy),(go|send),(explain|prove),(achieve|try),(bird|turkey),(argue|prove),(apparent|obvious),(attention|interest),(foot|head)
(go|allow),(animal|person),(idea|image),(princess|island),(card|bridge),(chief|mayor),(street|car),(money|diamond),(strength|might),(condition|boy),(task|job),(motor|boat),(argument|agreement),(intelligence|skill),(leave|enter),(author|creator),(brother|soul),(man|husband),(car|highway),(simple|easy),(bottom|side),(car|highway),(brother|soul),(argument|agreement),(activity|movement),(sun|sky)
(biography|fiction),(intelligence|skill),(street|car),(motor|engine),(lose|keep),(author|creator),(take|receive),(word|newspaper),(rice|boy),(get|remain),(motor|boat),(action|course),(book|theme),(student|professor),(task|job),(lose|get),(belief|opinion),(long|narrow),(proof|fact),(boy|soldier),(leave|appear),(animal|person),(couple|pair),(try|think),(car|highway),(adult|baby)
(hard|simple),(new|ancient),(god|priest),(condition|boy),(begin|go),(room|cell),(begin|go),(condition|boy),(give|put),(money|diamond),(room|cell),(agree|argue),(leave|appear),(day|morning),(people|gun),(reality|fantasy),(car|highway),(friend|teacher),(author|creator),(adult|baby),(day|morning),(people|gun),(situation|condition),(take|obtain),(driver|pilot),(bell|door)
(august|month),(doctor|professor),(winner|goal),(money|diamond),(code|symbol),(dollar|people),(try|think),(long|narrow),(boy|soldier),(chief|mayor),(send|receive),(hole|wife),(brother|soul),(door|floor),(reality|fantasy),(go|send),(book|theme),(get|remain),(money|diamond),(hole|wife),(animal|person),(second|minute),(book|theme),(room|cell),(proof|fact),(people|party)
(man|father),(business|company),(doctor|professor),(get|remain),(school|law),(come|bring),(foot|head),(try|think),(try|think),(room|cell),(begin|go),(sky|universe),(condition|boy),(condition|boy),(second|minute),(door|floor),(bottom|side),(god|priest),(destruction|construction),(leave|remain),(boy|soldier),(couple|pair),(begin|go),(day|morning),(second|minute),(south|north)
(communication|language),(date|calendar),(area|zone),(school|law),(long|narrow),(second|minute),(discussion|argument),(boat|car),(brother|soul),(discussion|argument),(street|car),(proof|fact),(day|morning),(boat|car),(doctor|professor),(sun|sky),(chief|mayor),(begin|go),(strength|might),(newspaper|information),(get|remain),(big|heavy),(fast|rapid),(explain|prove),(hole|agreement),(boy|soldier)
(bad|great),(man|father),(hole|wife),(action|course),(god|priest),(decade|century),(sky|universe),(car|bridge),(lose|keep),(long|narrow),(get|remain),(save|protect),(student|professor),(money|diamond),(bring|send),(date|calendar),(foot|head),(apparent|obvious),(leave|appear),(god|priest),(princess|island),(achieve|try),(argument|agreement),(leave|appear),(situation|condition),(get|put)
(man|husband),(reality|fantasy),(book|information),(value|belief),(reality|fantasy),(money|diamond),(agree|argue),(people|gun),(go|send),(send|receive),(god|priest),(go|send),(people|gun),(action|course),(battle|conquest),(attention|interest),(argue|prove),(communication|television),(get|remain),(argue|prove),(plate|bowl),(motor|boat),(author|creator),(article|journal),(hard|simple),(woman|secretary)
(room|cell),(plate|bowl),(plate|bowl),(take|obtain),(discussion|argument),(try|think),(long|narrow),(lose|get),(beach|sea),(save|protect),(attention|interest),(lose|keep),(hard|easy),(take|obtain),(idea|scheme),(friend|teacher),(hole|wife),(people|gun),(wood|paper),(agree|argue),(take|obtain),(lose|keep),(room|cell),(communication|television),(take|obtain),(card|bridge)
(boy|partner),(large|big),(big|heavy),(idea|scheme),(decade|century),(long|narrow),(author|creator),(foot|head),(doctor|professor),(brother|soul),(author|creator),(belief|opinion),(argue|prove),(second|minute),(sky|universe),(rice|boy),(boy|partner),(rice|boy),(begin|go),(book|theme),(adult|baby),(simple|easy),(article|journal),(leave|remain),(battle|conquest),(student|professor)
(book|theme),(beach|sea),(chief|mayor),(brother|soul),(go|send),(action|course),(strength|might),(tower|bell),(leave|appear),(god|priest),(bottom|side),(bottom|side),(money|diamond),(long|narrow),(action|course),(communication|television),(begin|go),(battle|conquest),(give|put),(recent|new),(recent|new),(communication|television),(idea|scheme),(author|creator),(room|cell),(boy|partner)
(old|new),(condition|boy),(second|minute),(people|gun),(communication|television),(leader|manager),(argue|prove),(argue|prove),(driver|pilot),(action|course),(reality|fantasy),(condition|boy),(champion|winner),(agree|argue),(fast|rapid),(take|obtain),(day|morning),(driver|pilot),(idea|scheme),(formal|proper),(street|car),(discussion|argument),(friend|teacher),(door|floor),(man|husband),(house|key)
(easy|big),(argument|agreement),(begin|go),(foot|head),(bottom|side),(house|key),(dollar|people),(attention|interest),(idea|scheme),(attention|interest),(explain|prove),(send|receive),(begin|go),(woman|secretary),(money|diamond),(style|fashion),(sky|universe),(boy|soldier),(second|minute),(motor|boat),(rice|boy),(idea|scheme),(job|management),(lose|keep),(get|remain),(top|side)
(wealth|poverty),(card|bridge),(money|diamond),(hole|wife),(street|car),(lose|keep),(beach|sea),(leave|appear),(hole|wife),(task|job),(day|morning),(begin|go),(situation|condition),(situation|condition),(get|remain),(situation|condition),(boat|car),(princess|island),(hole|wife),(driver|pilot),(newspaper|information),(author|creator),(newspaper|information),(achieve|try),(god|priest),(tower|bell)
(leave|appear),(boy|partner),(tower|bell),(bird|turkey),(foot|head),(tower|bell),(argument|agreement),(code|symbol),(couple|pair),(beach|sea),(long|narrow),(wood|paper),(idea|scheme),(adult|baby),(proof|fact),(winner|goal),(argument|agreement),(room|cell),(try|think),(lose|keep),(apparent|obvious),(battle|conquest),(communication|television),(bottom|side),(animal|person),(night|day)
(communication|television),(medium|news),(right|justice),(tower|bell),(arm|body),(achieve|try),(code|symbol),(get|remain),(action|course),(communication|television),(condition|boy),(driver|pilot),(motor|boat),(couple|pair),(send|receive),(bottom|side),(winner|candidate),(book|theme),(intelligence|skill),(woman|secretary),(winner|goal),(princess|island),(attention|interest),(leave|enter),(leave|remain),(dog|cat)
(car|bridge),(money|capital),(car|bridge),(bottom|side),(area|zone),(take|obtain),(task|job),(dollar|people),(bottom|side),(dollar|people),(rice|boy),(newspaper|information),(adult|baby),(begin|go),(day|morning),(send|receive),(long|narrow),(become|appear),(save|protect),(animal|person),(car|highway),(tower|bell),(belief|opinion),(book|theme),(article|journal),(river|valley)
(car|highway),(opinion|idea),(molecule|air),(dollar|people),(brother|soul),(god|priest),(couple|pair),(author|creator),(tower|bell),(leave|appear),(argue|prove),(become|seem),(bird|turkey),(get|remain),(motor|boat),(day|morning),(condition|boy),(try|think),(style|fashion),(bottom|side),(boat|car),(man|husband),(day|morning),(money|diamond),(boat|car),(door|floor)
(princess|island),(area|zone),(discussion|argument),(era|decade),(room|cell),(agree|argue),(book|theme),(book|theme),(style|fashion),(driver|pilot),(achieve|try),(brother|soul),(wood|paper),(man|husband),(belief|opinion),(agree|argue),(big|heavy),(bottom|side),(bad|great),(big|broad),(driver|pilot),(wood|paper),(join|add),(attention|interest),(apparent|obvious),(get|remain)
(mouse|management),(communication|television),(word|newspaper),(intelligence|skill),(beach|sea),(argument|agreement),(hole|wife),(take|obtain),(book|essay),(man|husband),(leave|appear),(doctor|professor),(hole|wife),(lose|get),(agree|argue),(book|theme),(try|think),(reality|fantasy),(take|obtain),(friend|teacher),(style|fashion),(brother|soul),(man|husband),(boat|car),(formal|proper),(old|new)
(reality|fantasy),(word|newspaper),(beach|sea),(date|calendar),(second|minute),(snow|weather),(go|send),(action|course),(author|creator),(go|send),(man|husband),(leave|appear),(man|husband),(style|fashion),(bottom|side),(task|job),(opinion|idea),(belief|opinion),(newspaper|information),(intelligence|skill),(argue|prove),(sky|universe),(motor|boat),(adult|baby),(action|course),(receive|give)
(molecule|air),(agree|differ),(communication|television),(discussion|argument),(house|key),(battle|conquest),(battle|conquest),(leader|manager),(room|cell),(motor|boat),(go|send),(god|priest),(send|receive),(newspaper|information),(newspaper|information),(lose|keep),(bird|turkey),(tower|bell),(doctor|professor),(try|think),(foot|head),(begin|go),(long|narrow),(doctor|professor),(discussion|argument),(argument|agreement)
(club|society),(bird|turkey),(bird|turkey),(begin|go),(word|newspaper),(discussion|argument),(boat|car),(arm|body),(belief|opinion),(belief|opinion),(hole|wife),(author|creator),(driver|pilot),(try|think),(strength|might),(try|think),(newspaper|information),(motor|boat),(bottom|side),(boy|partner),(battle|conquest),(day|morning),(island|task),(camera|president),(couple|pair),(biography|fiction)
(arm|body),(battle|conquest),(era|decade),(argument|agreement),(battle|conquest),(begin|go),(action|course),(battle|conquest),(long|narrow),(battle|conquest),(battle|conquest),(plate|bowl),(bell|door),(battle|conquest),(lose|keep),(strength|might),(adult|baby),(newspaper|information),(winner|goal),(task|job),(proof|fact),(intelligence|skill),(boy|partner),(battle|conquest),(lose|keep),(hard|simple)
(top|side),(molecule|air),(value|belief),(sky|universe),(princess|island),(hole|wife),(room|cell),(argument|agreement),(god|priest),(door|floor),(action|course),(intelligence|skill),(room|cell),(room|cell),(car|highway),(get|remain),(leave|appear),(boat|car),(motor|boat),(strength|might),(sky|universe),(get|remain),(money|diamond),(proof|fact),(hole|wife),(water|salt)
(plane|airport),(action|course),(college|class),(long|narrow),(dollar|people),(molecule|air),(doctor|professor),(task|job),(princess|island),(adult|baby),(argument|agreement),(book|theme),(sky|universe),(bottom|side),(author|creator),(man|husband),(doctor|professor),(brother|soul),(lose|keep),(wood|paper),(book|theme),(god|priest),(driver|pilot),(wood|paper),(motor|boat),(wealth|poverty)
(street|car),(long|narrow),(card|bridge),(second|minute),(sky|universe),(doctor|professor),(word|newspaper),(decade|century),(argue|prove),(newspaper|information),(newspaper|information),(try|think),(battle|conquest),(plate|bowl),(book|theme),(camera|president),(couple|pair),(day|morning),(plate|bowl),(argument|agreement),(lose|keep),(try|think),(lose|keep),(friend|teacher),(doctor|professor),(short|long)
(argument|agreement),(car|bridge),(home|state),(rice|boy),(destruction|construction),(code|symbol),(leave|appear),(become|seem),(child|adult),(boy|soldier),(try|think),(situation|condition),(boat|car),(destruction|construction),(couple|pair),(couple|pair),(god|priest),(animal|person),(room|cell),(reality|fantasy),(communication|television),(hole|wife),(style|fashion),(big|broad),(argue|prove),(narrow|broad)
(rice|boy),(idea|image),(opinion|choice),(destruction|construction),(date|calendar),(door|floor),(attention|interest),(man|husband),(achieve|try),(hole|agreement),(destruction|construction),(argument|agreement),(attention|interest),(doctor|professor),(become|seem),(car|highway),(proof|fact),(take|obtain),(rice|boy),(boat|car),(room|cell),(style|fashion),(plate|bowl),(task|job),(achieve|try),(school|law)
(big|broad),(winner|goal),(room|cell),(top|side),(opinion|idea),(book|theme),(man|husband),(motor|boat),(second|minute),(lose|get),(doctor|professor),(bell|door),(camera|president),(car|highway),(plate|bowl),(save|protect),(room|cell),(situation|condition),(brother|soul),(get|remain),(second|minute),(door|floor),(doctor|professor),(style|fashion),(boy|partner),(easy|big)
(word|page),(man|child),(battle|conquest),(code|symbol),(people|gun),(arm|body),(bottom|side),(intelligence|skill),(boy|partner),(woman|secretary),(take|obtain),(task|job),(night|chapter),(argue|prove),(try|think),(woman|secretary),(author|creator),(bell|door),(book|theme),(car|highway),(reality|fantasy),(woman|secretary),(task|job),(begin|go),(strength|might),(mouse|cat)
(card|bridge),(effort|difficulty),(people|gun),(word|newspaper),(plate|bowl),(word|newspaper),(wealth|fame),(boy|soldier),(destruction|construction),(destruction|construction),(woman|secretary),(battle|conquest),(action|course),(rice|boy),(intelligence|skill),(argue|prove),(motor|boat),(bird|turkey),(woman|secretary),(second|minute),(man|husband),(money|diamond),(rice|boy),(second|minute),(brother|soul),(send|receive)
(money|diamond),(value|belief),(bottom|side),(doctor|professor),(attention|interest),(brother|soul),(intelligence|skill),(go|send),(attention|interest),(book|theme),(big|broad),(door|floor),(save|protect),(idea|scheme),(bird|turkey),(boat|car),(plate|bowl),(proof|fact),(bird|turkey),(easy|big),(big|heavy),(join|add),(leave|appear),(brother|soul),(sky|universe),(different|normal)
(condition|boy),(college|class),(argument|agreement),(opinion|idea),(hole|wife),(rice|boy),(decade|century),(big|broad),(newspaper|information),(become|seem),(winner|goal),(achieve|try),(woman|secretary),(strength|might),(achieve|try),(battle|conquest),(task|job),(doctor|professor),(door|floor),(doctor|professor),(idea|scheme),(become|seem),(chapter|choice),(plate|bowl),(book|theme),(winner|presence)
(code|symbol),(club|society),(opinion|idea),(beach|sea),(wealth|fame),(boy|soldier),(opinion|idea),(newspaper|information),(bird|turkey),(boy|partner),(sky|universe),(bird|turkey),(author|creator),(wealth|fame),(big|broad),(motor|boat),(money|diamond),(task|job),(boy|partner),(night|chapter),(door|floor),(argument|agreement),(second|minute),(rice|boy),(friend|teacher),(lose|keep)
(big|heavy),(argue|differ),(wealth|fame),(big|heavy),(book|theme),(motor|boat),(bad|great),(era|decade),(task|job),(night|chapter),(become|seem),(strength|might),(word|newspaper),(attention|interest),(take|obtain),(sky|universe),(woman|secretary),(sky|universe),(sky|universe),(plate|bowl),(hole|agreement),(leave|appear),(battle|conquest),(night|chapter),(agree|differ),(agree|differ)
(word|literature),(book|information),(task|job),(battle|conquest),(motor|boat),(intelligence|skill),(bird|turkey),(night|chapter),(decade|century),(lose|keep),(lose|keep),(bad|great),(car|highway),(leave|appear),(easy|big),(second|minute),(man|husband),(woman|secretary),(couple|pair),(take|obtain),(couple|pair),(take|obtain),(camera|president),(agree|differ),(author|creator),(keep|give)
(recent|new),(people|party),(long|narrow),(adult|baby),(easy|big),(island|task),(people|gun),(lose|keep),(man|husband),(intelligence|skill),(opinion|choice),(take|obtain),(belief|opinion),(achieve|try),(boy|partner),(easy|big),(second|minute),(leave|appear),(become|seem),(battle|conquest),(boy|partner),(opinion|idea),(strength|might),(easy|big),(bell|door),(wide|narrow)
(right|justice),(bell|door),(boy|partner),(book|theme),(opinion|choice),(big|broad),(newspaper|information),(boy|partner),(wealth|fame),(try|think),(brother|soul),(boy|soldier),(intelligence|skill),(hole|wife),(save|protect),(become|seem),(big|broad),(second|minute),(driver|pilot),(idea|scheme),(night|chapter),(plate|bowl),(agree|differ),(boy|soldier),(destruction|construction),(reality|fantasy)
(night|chapter),(presence|door),(book|theme),(arm|body),(newspaper|information),(attention|interest),(woman|secretary),(woman|secretary),(boat|car),(doctor|professor),(bell|door),(big|broad),(easy|big),(sky|universe),(man|husband),(destruction|construction),(opinion|choice),(wealth|fame),(apparent|obvious),(camera|president),(opinion|choice),(room|cell),(take|obtain),(belief|opinion),(day|morning),(destruction|construction)
(bird|turkey),(arm|body),(night|chapter),(room|cell),(bird|turkey),(task|job),(adult|baby),(island|task),(bell|door),(take|obtain),(boy|partner),(opinion|idea),(winner|goal),(winner|goal),(woman|secretary),(doctor|professor),(become|seem),(intelligence|skill),(man|husband),(man|husband),(try|think),(boy|soldier),(apparent|obvious),(hole|agreement),(leave|appear),(leave|appear)
(action|course),(dollar|people),(intelligence|skill),(journey|conquest),(rice|boy),(camera|president),(motor|boat),(room|cell),(become|seem),(foot|head),(bird|turkey),(woman|secretary),(island|task),(camera|president),(argument|agreement),(journey|conquest),(night|chapter),(island|task),(night|chapter),(wealth|fame),(bell|door),(wealth|fame),(hole|wife),(bell|door),(rice|boy),(brother|soul)
(job|management),(people|gun),(dollar|people),(opinion|choice),(winner|goal),(easy|big),(plate|bowl),(second|minute),(bad|great),(plate|bowl),(decade|century),(attention|interest),(newspaper|information),(bell|door),(argue|prove),(apparent|obvious),(intelligence|skill),(boy|partner),(camera|president),(couple|pair),(brother|soul),(big|broad),(try|think),(bad|great),(bird|turkey),(leave|enter)
(bell|door),(night|chapter),(destruction|construction),(task|job),(door|floor),(era|decade),(island|task),(hole|agreement),(plate|bowl),(journey|conquest),(door|floor),(man|husband),(boy|soldier),(bad|great),(wealth|fame),(bad|great),(hole|agreement),(adult|baby),(belief|opinion),(room|cell),(doctor|professor),(winner|goal),(wealth|poverty),(bird|turkey),(belief|opinion),(car|bridge)
(people|party),(camera|president),(top|side),(house|key),(task|job),(hole|agreement),(bell|door),(sky|universe),(night|chapter),(camera|president),(intelligence|skill),(destruction|construction),(task|job),(lose|keep),(door|floor),(bell|door),(take|obtain),(bad|great),(attention|interest),(winner|goal),(camera|president),(strength|might),(wealth|fame),(intelligence|skill),(argue|differ),(hard|easy)
