Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
coast,hill,0.28699365,0.7673813,0.80763483,0.7921773,0.79219633,0.7809731,0.7431896,0.73591316,0.7339761,0.7292686,0.70151675,0.63677746,0.653525,0.63017416,0.6127798,0.602013,0.56907177,0.5786887,0.56319284,0.59205264,0.5031329,0.5062574,0.47988307,0.5606814,0.44747895,0.2743417,0.26820993,0.211323,0.24952616,0.22960618,0.2541011,0.23427615,0.25960928,0.26637268,0.23792975,0.23414548,0.27599433,0.2590514,0.28753886,0.25265354,0.28044742,0.27756917,0.2497314,0.30094814,0.2761115,0.26557517,0.2854358,0.3018783,0.2803086,0.307754,4.38
deployment,departure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
benchmark,index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
attempt,peace,0.16153814,0.66762877,0.71447814,0.7118482,0.6848682,0.66826504,0.6329856,0.6126995,0.6044823,0.5776465,0.5475481,0.56002736,0.51934147,0.4619503,0.44335526,0.49444818,0.45592445,0.3688575,0.40799075,0.40719002,0.40650004,0.3526488,0.3617993,0.4003585,0.3254854,0.1415341,0.124084994,0.094327174,0.14715636,0.12883343,0.15814596,0.1595236,0.18290904,0.19557786,0.18007605,0.17857412,0.16369359,0.18242463,0.21189567,0.23628931,0.21095869,0.2090297,0.21913128,0.20693609,0.23172662,0.24178863,0.21206725,0.251659,0.25206625,0.24993753,4.25
consumer,confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13
start,year,0.17188774,0.7360106,0.769765,0.7542583,0.7403736,0.7455456,0.71903485,0.69917715,0.67269677,0.6504515,0.6442095,0.6141648,0.6417134,0.59567636,0.55533,0.551396,0.5701598,0.53964317,0.48791865,0.5277441,0.5489157,0.50519353,0.52116334,0.41585004,0.48140287,0.17653805,0.16503091,0.17520218,0.2418673,0.22802038,0.23629248,0.25731897,0.2681868,0.2717233,0.2650613,0.2817132,0.2854172,0.28240654,0.28295746,0.30867505,0.29226765,0.2957111,0.29107416,0.31776845,0.31972227,0.3190956,0.30727857,0.304784,0.32485777,0.29735982,4.06
focus,life,0.102558866,0.65671074,0.69835436,0.7388328,0.7261752,0.6908052,0.6819938,0.65292466,0.6281354,0.61366254,0.5988457,0.5529976,0.55115604,0.53808445,0.49962884,0.5584884,0.49963543,0.52548265,0.5063513,0.48053366,0.45279455,0.43243086,0.45525962,0.40304255,0.4011595,0.11221214,0.09354607,0.11862595,0.13048148,0.115006626,0.12043095,0.12552607,0.14808908,0.15472682,0.18001258,0.18491706,0.18279657,0.16303319,0.21630073,0.19364035,0.18159476,0.21413182,0.2022675,0.19575103,0.22773528,0.23655333,0.22455081,0.23114663,0.24613872,0.2337965,4.06
development,issue,0.14047274,0.6715947,0.725829,0.7248901,0.7192637,0.6638197,0.68655354,0.6511263,0.6213281,0.6076746,0.5916935,0.5580919,0.5612194,0.55583894,0.5065722,0.49740997,0.5408835,0.44120178,0.4749283,0.4255401,0.495032,0.40769964,0.44044942,0.38459787,0.3809815,0.14457196,0.1108364,0.116513446,0.13409881,0.070078954,0.14381742,0.15036148,0.142164,0.1448548,0.1439935,0.15496477,0.1787918,0.19609246,0.17858309,0.18047588,0.18049505,0.164486,0.16293636,0.17661613,0.19672245,0.2166413,0.18287596,0.18865177,0.1707924,0.19926275,3.97
theater,history,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91
situation,isolation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88
profit,warning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88
media,trading,0.13748237,0.64467967,0.71751666,0.71226096,0.692803,0.6569638,0.64797014,0.5892056,0.5639051,0.5163561,0.53617007,0.5438193,0.5169722,0.4524964,0.4378842,0.43778548,0.39725682,0.50272816,0.4178518,0.402425,0.4134244,0.36068803,0.27513728,0.333716,0.27204445,0.13635167,0.13370961,0.1325207,0.163329,0.14327385,0.15885395,0.18150827,0.15516663,0.12696764,0.11898649,0.12501624,0.13356724,0.1552202,0.15551499,0.15005428,0.16264188,0.10361467,0.13358366,0.18279114,0.122558266,0.15747336,0.13679963,0.09472732,0.13916045,0.15013385,3.88
chance,credibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88
precedent,information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85
architecture,century,0.14425433,0.76539934,0.7896605,0.7974343,0.75282955,0.7364189,0.7353917,0.70093566,0.69715905,0.68378854,0.6634998,0.6430838,0.6028528,0.5969862,0.57349634,0.5566926,0.5165903,0.5555912,0.5066851,0.48589626,0.49731767,0.46957573,0.44730714,0.42714328,0.48739177,0.10711496,0.13168985,0.122063406,0.11952111,0.11649919,0.13585702,0.14482956,0.12059653,0.15125188,0.15317944,0.18026312,0.15412341,0.1556967,0.1430123,0.18960892,0.1593595,0.15711273,0.1672777,0.16902414,0.15197983,0.1582746,0.18728162,0.17224057,0.20091583,0.16330467,3.78
population,development,0.11149005,0.69876295,0.7489601,0.7693279,0.76014096,0.7534019,0.7454497,0.7319554,0.7112119,0.71941906,0.73101914,0.69923854,0.6827917,0.67152774,0.6580894,0.6585673,0.6578275,0.66968155,0.66525245,0.62776214,0.64395595,0.63458234,0.62745064,0.6412817,0.6099781,0.106830075,0.086057864,0.098977074,0.10726109,0.09741454,0.12407378,0.14381364,0.12611628,0.13118322,0.14303666,0.14946553,0.14832082,0.13757052,0.14654584,0.13959408,0.15912263,0.16934443,0.13970628,0.14960247,0.13643794,0.15449592,0.16016117,0.13408095,0.15957254,0.15908286,3.75
stock,live,0.10289701,0.658483,0.6988566,0.65693015,0.68058515,0.66595244,0.6619818,0.63082504,0.5992867,0.5733961,0.56190395,0.544065,0.52055967,0.5196909,0.47528568,0.4333767,0.48583877,0.4869028,0.43475008,0.40271983,0.49145904,0.44020143,0.3983569,0.3869446,0.42510396,0.10366341,0.012791082,0.02702647,0.0097185485,0.0495752,0.050739452,0.07950147,0.087395556,0.08461932,0.0626046,0.087552235,0.11804187,0.12853487,0.09519238,0.09272854,0.10197092,0.11076283,0.10899353,0.109035976,0.12435882,0.13816066,0.11321223,0.1661236,0.15662627,0.17911828,3.73
peace,atmosphere,0.026177628,0.6597485,0.7210982,0.71083874,0.6797995,0.6380679,0.6107259,0.6183423,0.5875039,0.57726854,0.5991714,0.540928,0.5485538,0.5429263,0.4487985,0.45802504,0.46034396,0.42670542,0.4507944,0.43078882,0.41862333,0.3602241,0.45254323,0.39202887,0.33385986,0.092126414,0.050191455,0.013042914,0.013579829,0.04600969,0.05095826,0.06271179,0.066786245,0.09856631,0.062088694,0.065540716,0.12883393,0.12664485,0.13987279,0.103324056,0.070650965,0.12329939,0.0885243,0.079987645,0.100394756,0.13274272,0.119424924,0.14536743,0.101232834,0.10512559,3.69
morality,marriage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69
minority,peace,0.05494605,0.62456393,0.689342,0.67586154,0.64332676,0.6387322,0.61188865,0.57494247,0.57864153,0.5745198,0.6168441,0.5315682,0.5755113,0.5129258,0.49382943,0.4725659,0.47707626,0.4598964,0.430408,0.48718596,0.45546344,0.37176102,0.39792597,0.3089897,0.3967092,0.039083,0.017462965,0.049501244,0.060617983,0.11780481,0.12391503,0.1525917,0.14032127,0.19021577,0.16508609,0.14607997,0.1910573,0.20508647,0.17324692,0.22453019,0.18372166,0.1715014,0.21018703,0.20144746,0.17501903,0.2114465,0.20360592,0.23229738,0.2315984,0.1954056,3.69
atmosphere,landscape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69
report,gain,0.08427311,0.6751117,0.7217896,0.70451903,0.70647395,0.6588509,0.6550641,0.60705507,0.57167965,0.6028697,0.5324334,0.5642784,0.51860243,0.4758922,0.4787699,0.4814192,0.44777876,0.46032226,0.43062282,0.41851196,0.3937788,0.37310368,0.4410465,0.35593283,0.33701152,0.08465403,0.054966934,0.040707216,0.08116449,0.063789755,0.03874252,0.044991557,0.08578804,0.055706136,0.079805925,0.05775006,0.060018547,0.0760224,0.07763998,0.07489084,0.05935424,0.058570933,0.07139266,0.09487167,0.07490982,0.10034443,0.075031355,0.100222036,0.105453685,0.13977605,3.63
music,project,0.008927969,0.660153,0.7419406,0.76818204,0.78059596,0.75926507,0.7623422,0.7471194,0.75892603,0.75576264,0.74373055,0.7185799,0.7254426,0.6997725,0.70969605,0.7015207,0.66633403,0.67582506,0.6688817,0.63772845,0.63716483,0.6338545,0.64829314,0.6108426,0.6198135,0.1062109,0.07749875,0.09523889,0.099605955,0.112973556,0.11148049,0.12050082,0.13343427,0.13827488,0.11865247,0.12904271,0.14500731,0.14897864,0.1531913,0.19086449,0.1654946,0.17531237,0.15358847,0.1731115,0.1841282,0.16863233,0.18714252,0.17339888,0.17281064,0.18733464,3.63
seven,series,0.12844074,0.804499,0.85067225,0.8522497,0.85548913,0.8439988,0.8400942,0.8437487,0.8309156,0.82562137,0.82535315,0.82289255,0.8036428,0.8049208,0.81480473,0.7997464,0.79944026,0.7736156,0.77547973,0.7654218,0.7516699,0.7683961,0.7476222,0.75011355,0.73661333,0.16831717,0.17213184,0.20687723,0.2181314,0.23941572,0.2603419,0.29751152,0.28126502,0.29906476,0.29348737,0.30401736,0.31715345,0.31476963,0.3219258,0.30177116,0.30190518,0.31945395,0.33350426,0.33269274,0.32773876,0.3352287,0.34167802,0.3224913,0.32891038,0.34126648,3.56
experience,music,0.14188725,0.7299634,0.77937025,0.8009131,0.77564394,0.7504761,0.7519555,0.7431991,0.7149221,0.703007,0.70147085,0.6814806,0.69177663,0.6587654,0.66665035,0.6234608,0.6133028,0.56820107,0.62245595,0.6036283,0.59072566,0.5960178,0.5665982,0.5674764,0.49801683,0.15040164,0.10102132,0.07954723,0.08010787,0.11146217,0.10933876,0.11897347,0.099506885,0.097231075,0.10844152,0.13218644,0.13169435,0.15104595,0.1820499,0.13590282,0.15989481,0.14484936,0.16415653,0.1694467,0.18911563,0.18775243,0.18620726,0.1728617,0.18612412,0.19946995,3.47
school,center,0.18118379,0.6832732,0.7289213,0.75014186,0.751276,0.7468905,0.7521166,0.7441406,0.7105793,0.7107534,0.7071072,0.6872144,0.6682426,0.6859208,0.6732553,0.67019117,0.6711967,0.65054786,0.6514547,0.6355501,0.63839257,0.630968,0.6305295,0.5907497,0.5681267,0.14219046,0.17208835,0.15702234,0.1802874,0.18757057,0.17922863,0.20976834,0.2021417,0.21088065,0.2057342,0.22968546,0.21993402,0.24334303,0.23608741,0.24051803,0.23331189,0.24491075,0.25466615,0.24447434,0.24715528,0.24774364,0.22192496,0.25829175,0.26192808,0.25396293,3.44
five,month,0.20095819,0.795312,0.81411767,0.80146664,0.8126069,0.7880248,0.7722826,0.77203786,0.7669634,0.75422823,0.7392957,0.73052436,0.7373533,0.73705673,0.70325327,0.717243,0.7340375,0.6873121,0.6792476,0.69047916,0.7013409,0.6558932,0.6582567,0.63574886,0.6918392,0.23158437,0.26401973,0.24700892,0.23306996,0.27017435,0.26769418,0.2718526,0.2592324,0.2372522,0.26549286,0.2615612,0.2503319,0.26412845,0.27802658,0.2740656,0.27785707,0.2657107,0.2851859,0.2580797,0.28310335,0.28959996,0.28863907,0.25897413,0.2897034,0.28532463,3.38
announcement,production,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38
morality,importance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31
money,operation,0.02379053,0.62503934,0.6910496,0.69044626,0.6932564,0.64016724,0.6455182,0.62638265,0.6118517,0.6036568,0.55884767,0.54274845,0.49708688,0.50895476,0.47412026,0.48315185,0.45267296,0.4082337,0.46486622,0.4393438,0.4291331,0.4023717,0.40230256,0.39620757,0.4134767,0.046370205,0.007976434,-0.010093219,0.0046676137,0.038895488,0.03390033,0.03346343,0.050399907,0.046867475,0.021573015,0.0499611,0.058571592,0.105514355,0.03400349,0.066315815,0.075119026,0.048879977,0.043114726,0.086632945,0.0744065,0.11440463,0.06711197,0.105821095,0.11215523,0.081818275,3.31
delay,news,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31
governor,interview,0.030445408,0.6578665,0.6578064,0.67191887,0.6384451,0.6197965,0.56567967,0.57645464,0.5516653,0.52149475,0.54426223,0.49843252,0.45454264,0.47324228,0.45864427,0.39730352,0.41625378,0.39387456,0.3808828,0.37799507,0.3894875,0.37750363,0.4127766,0.3675291,0.3056244,0.08460197,0.024072148,0.100676395,0.08190581,0.117347665,0.11946042,0.071550734,0.11278501,0.11734244,0.09805708,0.10174079,0.10488018,0.10797553,0.11926499,0.081939034,0.10741621,0.093089156,0.13018657,0.11615197,0.12496665,0.12417152,0.121499665,0.12841201,0.12067872,0.13204944,3.25
practice,institution,0.3359441,0.7571658,0.7541273,0.7311609,0.71707934,0.7041886,0.6307528,0.61081576,0.5703851,0.54136497,0.5244036,0.51744497,0.4844743,0.51667345,0.3969978,0.46713504,0.38953906,0.38810474,0.37893787,0.4222944,0.44167963,0.40008247,0.34096384,0.33577493,0.2748028,0.2879269,0.2328378,0.2183454,0.21426924,0.19878277,0.21626887,0.22516707,0.22998905,0.2298998,0.24475005,0.25297478,0.2964064,0.30206606,0.28737065,0.2873913,0.27839297,0.31868201,0.3090335,0.29362082,0.3196065,0.3219176,0.3448783,0.3165053,0.32621664,0.32690468,3.19
century,nation,0.19484058,0.71611464,0.7608141,0.7553524,0.74433327,0.7192504,0.70430106,0.6576765,0.6509848,0.6274215,0.612406,0.6096642,0.51659894,0.5389139,0.5306167,0.50454915,0.4767543,0.462779,0.4865458,0.44791847,0.43366772,0.42582387,0.4145308,0.37034243,0.37185347,0.15785447,0.1252296,0.14970943,0.11922981,0.15743001,0.16696623,0.17308791,0.18529212,0.20903626,0.21077657,0.19576016,0.21429361,0.2250336,0.21633181,0.22537036,0.25435793,0.24142276,0.2765693,0.23442897,0.24320811,0.24256903,0.27544978,0.23795724,0.25381026,0.27480662,3.16
coast,forest,0.38394037,0.7683706,0.7966082,0.7962049,0.75506276,0.7638337,0.7156367,0.73257536,0.69618714,0.70606667,0.66089374,0.6741124,0.65737724,0.6234305,0.57364196,0.6229112,0.555737,0.57278883,0.5727345,0.5809115,0.53743553,0.54049504,0.4949491,0.54153246,0.4732779,0.3570736,0.30695325,0.2990647,0.28062695,0.23470995,0.2521124,0.22313254,0.24480185,0.2634126,0.22510953,0.25811332,0.2576843,0.23768468,0.24838369,0.27970672,0.30008703,0.2684158,0.28279784,0.23987943,0.29347634,0.30284357,0.32874814,0.28542477,0.29344717,0.33707577,3.15
shore,woodland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08
drink,car,0.20549637,0.71125674,0.72937006,0.67706776,0.6666577,0.6785069,0.61021423,0.58569527,0.5928127,0.5319316,0.51696724,0.51598585,0.5186504,0.4436614,0.4146325,0.35599592,0.37894288,0.3326813,0.33394802,0.3580744,0.37714928,0.34967077,0.25498945,0.32118762,0.34286574,0.24143405,0.23891792,0.2270995,0.19048762,0.15092303,0.18366942,0.16907278,0.22443494,0.18289101,0.16551128,0.16960688,0.16823424,0.17383851,0.19071104,0.15740016,0.16131896,0.18464772,0.21665832,0.18885985,0.19407412,0.18261336,0.18692845,0.18907633,0.19699124,0.2101255,3.04
president,medal,0.123367086,0.6529933,0.6975475,0.6762382,0.6661228,0.6664827,0.63676685,0.6165074,0.6267562,0.5918244,0.6038029,0.5900316,0.6046713,0.5568856,0.54473436,0.56543833,0.553143,0.51853156,0.53255975,0.51679647,0.50228286,0.51041025,0.5364324,0.5115329,0.5065649,0.192942,0.19533846,0.21440007,0.23647453,0.21733522,0.23190308,0.22454312,0.22605614,0.23159929,0.25172353,0.23482974,0.22077703,0.24154943,0.24448645,0.24759907,0.21258172,0.20877138,0.23254277,0.24312481,0.24845241,0.21837561,0.21520409,0.20594035,0.20890224,0.21113998,3.00
prejudice,recognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00
viewer,serial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97
peace,insurance,0.08399166,0.6097935,0.6284106,0.6475295,0.6194321,0.5650672,0.5407951,0.5668324,0.51839304,0.48513737,0.4849864,0.43592447,0.44442886,0.43577904,0.3896351,0.43681887,0.40803033,0.38382,0.35572192,0.24551757,0.2829524,0.35669845,0.26842868,0.27176303,0.29018036,0.058736846,0.0011056066,0.033961736,0.029092662,0.028545126,0.04013308,0.023809437,0.07594152,0.039337512,0.06277603,0.048102852,0.12844196,0.07349039,0.10215413,0.07686441,0.0751248,0.14568366,0.09360633,0.114755176,0.12781776,0.08188285,0.10785663,0.06532054,0.100087285,0.09822188,2.94
Mars,water,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94
media,gain,0.120387435,0.7202492,0.75279665,0.7349185,0.7513449,0.7112246,0.7067667,0.65189075,0.6333978,0.6295306,0.5965831,0.58927184,0.6012095,0.5881653,0.51889753,0.52802885,0.49914187,0.5070736,0.51735723,0.5263474,0.4819511,0.43632525,0.4755743,0.4563805,0.4623785,0.13780577,0.1519802,0.18573312,0.15611042,0.1535638,0.17897387,0.1766076,0.17390475,0.15616271,0.18110448,0.21317354,0.15365745,0.19886193,0.19931816,0.22006735,0.17360015,0.19868132,0.21065745,0.18904757,0.20177576,0.20407335,0.21375573,0.19522938,0.21579054,0.24247417,2.88
precedent,cognition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81
announcement,effort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75
line,insurance,0.018339228,0.632277,0.6706757,0.6674234,0.6760438,0.60711503,0.61354434,0.60703176,0.5655941,0.5530421,0.5353451,0.4906841,0.5168404,0.49065086,0.49309772,0.50278866,0.49733162,0.47623718,0.42164832,0.37368566,0.39898396,0.3545968,0.36280203,0.40328604,0.39236695,0.052539043,0.03780314,0.035939936,0.0078592785,0.01609774,0.029524604,0.038225655,0.021973316,0.035041332,0.034829706,0.056456193,0.043195106,0.08252574,0.06880966,0.06709491,0.063435346,0.059899867,0.040361606,0.057559993,0.07752174,0.04920373,0.076695405,0.056482516,0.03875694,0.07249919,2.69
crane,implement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69
drink,mother,0.28792444,0.75262535,0.77349603,0.74516165,0.7081531,0.69235003,0.63405377,0.6448071,0.6259265,0.5695685,0.5954087,0.5676023,0.5341898,0.45539322,0.45286775,0.39251375,0.4352759,0.37022692,0.4138027,0.39176393,0.39229354,0.34634015,0.3183537,0.34174332,0.32842162,0.24990353,0.20256406,0.20759603,0.19694549,0.23324318,0.21351488,0.22331552,0.22782487,0.23895659,0.23064193,0.20656432,0.28272682,0.25543964,0.21768743,0.2102556,0.26542705,0.2530082,0.27906322,0.23368898,0.26377767,0.24512333,0.25661653,0.25097102,0.25335348,0.27277002,2.65
opera,industry,0.1572392,0.6839003,0.70833206,0.70912755,0.7102725,0.6644528,0.67085767,0.6533874,0.6299853,0.6041579,0.5974117,0.5723306,0.5191722,0.5602244,0.52404493,0.49628067,0.48198166,0.4338381,0.44231328,0.47339666,0.43038446,0.38974893,0.36896366,0.37644482,0.41241783,0.0916392,0.08337127,0.11227167,0.060988784,0.09622325,0.0655315,0.09299337,0.067021675,0.095131055,0.10498189,0.13271284,0.09232326,0.08867596,0.11355675,0.10116618,0.13330895,0.14703998,0.11319055,0.0983729,0.115518734,0.14162526,0.14787371,0.12524186,0.13867962,0.14660504,2.63
volunteer,motto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56
listing,proximity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56
precedent,collection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50
cup,article,0.04952348,0.704517,0.760499,0.74413157,0.75466436,0.715683,0.7249771,0.69606614,0.69268453,0.6484517,0.6525245,0.6119319,0.62143207,0.5905708,0.59815514,0.59146285,0.54305744,0.54961586,0.5478328,0.60029656,0.55730915,0.49372205,0.5251089,0.46178427,0.4933312,0.08882679,0.062006682,0.016162984,0.05099685,0.022121303,0.009511608,0.0052979067,0.024819525,0.030699117,0.015653048,0.07504156,0.014955362,0.056754313,0.03415921,0.08663404,0.05074779,0.06756987,0.07404059,0.06551521,0.08471528,0.051261444,0.08548039,0.073095694,0.07269955,0.07831506,2.40
sign,recess,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38
problem,airport,0.03759815,0.72939587,0.75965333,0.73935694,0.7315724,0.7509656,0.70453906,0.69160044,0.692744,0.68520033,0.67427737,0.6607076,0.621398,0.61888236,0.58646095,0.6020194,0.59406674,0.575227,0.56879246,0.5716716,0.550845,0.55304146,0.53945494,0.52831256,0.5102417,0.08756702,0.07041648,0.09185464,0.04280746,0.054288696,0.06915709,0.06604808,0.10898821,0.10476886,0.09680176,0.10727814,0.10683325,0.12153085,0.12769239,0.12340293,0.12659705,0.14499801,0.13048485,0.14284344,0.15576798,0.13217942,0.15252861,0.15019624,0.16725335,0.14122665,2.38
