Word1,Word2,CBoW_Model_W1,CBoW_Model_W2,CBoW_Model_W3,CBoW_Model_W4,CBoW_Model_W5,CBoW_Model_W6,CBoW_Model_W7,CBoW_Model_W8,CBoW_Model_W9,CBoW_Model_W10,CBoW_Model_W11,CBoW_Model_W12,CBoW_Model_W13,CBoW_Model_W14,CBoW_Model_W15,CBoW_Model_W16,CBoW_Model_W17,CBoW_Model_W18,CBoW_Model_W19,CBoW_Model_W20,CBoW_Model_W21,CBoW_Model_W22,CBoW_Model_W23,CBoW_Model_W24,CBoW_Model_W25,SGNS_Model_W1,SGNS_Model_W2,SGNS_Model_W3,SGNS_Model_W4,SGNS_Model_W5,SGNS_Model_W6,SGNS_Model_W7,SGNS_Model_W8,SGNS_Model_W9,SGNS_Model_W10,SGNS_Model_W11,SGNS_Model_W12,SGNS_Model_W13,SGNS_Model_W14,SGNS_Model_W15,SGNS_Model_W16,SGNS_Model_W17,SGNS_Model_W18,SGNS_Model_W19,SGNS_Model_W20,SGNS_Model_W21,SGNS_Model_W22,SGNS_Model_W23,SGNS_Model_W24,SGNS_Model_W25,Reference_val 
communication,conversation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02
pollution,atmosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
anatomy,biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33
college,profession,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12
book,topic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07
formula,equation,0.5920479,0.85090476,0.86691177,0.84231734,0.8458566,0.82838345,0.80376744,0.8244541,0.7834108,0.7783916,0.7843733,0.7511251,0.7251191,0.7244439,0.69446796,0.75817835,0.6974323,0.68186116,0.6969774,0.6901664,0.6736079,0.67250663,0.69643116,0.64158833,0.62687194,0.51529956,0.52738535,0.43085083,0.4451785,0.4126529,0.400466,0.40952504,0.40393353,0.4041614,0.37645736,0.3987095,0.38651448,0.39666063,0.40723884,0.39956245,0.37288475,0.41062143,0.39455676,0.40979505,0.3958168,0.41823477,0.40866673,0.3849867,0.40690374,0.44429833,7.95
book,information,0.110336445,0.6980443,0.75718474,0.7880933,0.7833196,0.7905745,0.772547,0.7619214,0.7556199,0.7460645,0.7422267,0.73317564,0.72375554,0.70037925,0.6855612,0.68841076,0.6736461,0.6593144,0.677356,0.6621094,0.6342037,0.622835,0.65144295,0.6512024,0.62465394,0.12566024,0.07459635,0.09475526,0.093334705,0.10100885,0.14499328,0.15147647,0.1560924,0.15579648,0.15551603,0.15561289,0.2104123,0.20970775,0.19884108,0.18371846,0.21430537,0.21477513,0.21906237,0.23053318,0.22840029,0.22273253,0.249787,0.22454166,0.24139382,0.26878965,5
boy,partner,0.2192505,0.72186565,0.73173946,0.7049138,0.6963221,0.67526406,0.6440637,0.6357344,0.6312783,0.5928069,0.5716742,0.5398947,0.49260002,0.47014132,0.51925635,0.48455447,0.5340704,0.45344618,0.47158113,0.47841617,0.44079256,0.40941784,0.4388081,0.33131856,0.42225718,0.16024218,0.13529272,0.087196425,0.09629217,0.081830576,0.083997205,0.086037725,0.09686062,0.1238046,0.0852852,0.14446345,0.14434864,0.13367854,0.094299585,0.093949035,0.13986944,0.09581081,0.13928108,0.16320749,0.10155022,0.115106694,0.11446284,0.14937265,0.11478296,0.09114069,1.9
sky,universe,0.32959288,0.76057875,0.76445264,0.7351154,0.72368324,0.72704506,0.69976723,0.62696,0.6857778,0.5462876,0.5878658,0.6058402,0.5623883,0.51989245,0.5646237,0.49911892,0.5329458,0.48427734,0.46360335,0.5404477,0.46565354,0.4663676,0.4892701,0.36916435,0.40566745,0.29838842,0.3153078,0.23877327,0.22981685,0.24099512,0.22398321,0.21733248,0.25684783,0.24005218,0.22623315,0.22237496,0.23368251,0.25529778,0.2630244,0.26671392,0.26643127,0.27634326,0.2575779,0.2933727,0.2595508,0.2867622,0.29984105,0.27745625,0.25214264,0.32457104,4.68
population,people,0.31322497,0.77356696,0.8181655,0.8363404,0.8350762,0.8323251,0.82298076,0.8183083,0.8015882,0.8050915,0.8144529,0.7905143,0.7740862,0.770905,0.77610004,0.74639547,0.7406995,0.73520505,0.7281132,0.74257064,0.73003864,0.71196645,0.71517277,0.69707537,0.70159984,0.28942975,0.25478357,0.2736478,0.2642424,0.26997352,0.2937441,0.29348645,0.29998156,0.31632072,0.30691993,0.34832788,0.34055677,0.3278843,0.34248382,0.33709532,0.32968295,0.34480327,0.36233187,0.35538557,0.36171907,0.3738488,0.37659845,0.37500378,0.39830408,0.39824978,7.68
college,class,0.038637467,0.69859856,0.7463378,0.76858294,0.7522057,0.7374681,0.7439401,0.7261784,0.7325835,0.7200193,0.7088456,0.695706,0.6927326,0.636212,0.66753626,0.65018344,0.642424,0.62831676,0.6289214,0.6201655,0.6375165,0.6307108,0.6359321,0.62220836,0.5727784,0.051619664,0.066708386,0.06135688,0.098397516,0.09869107,0.12515679,0.09560304,0.1191034,0.12711021,0.15086392,0.15843785,0.13817665,0.12983893,0.13513194,0.14465603,0.14890344,0.14974418,0.16906299,0.17238742,0.17030382,0.18295255,0.14359325,0.15975197,0.20995149,0.18654065,4.13
chief,mayor,0.4126881,0.7486217,0.7561877,0.7691823,0.75020015,0.723863,0.73378897,0.6939343,0.6863164,0.6377231,0.63770205,0.69142425,0.5996318,0.59569585,0.6138712,0.5961485,0.5425717,0.583451,0.5394628,0.5762295,0.56537,0.53366196,0.507695,0.50412834,0.46891326,0.3470317,0.32325572,0.30676177,0.2785132,0.29280928,0.29202345,0.30657873,0.30672044,0.27827758,0.3133493,0.33343786,0.31994107,0.30275083,0.36364534,0.30952993,0.3167469,0.33591315,0.37214985,0.32579327,0.32565847,0.34520447,0.37988055,0.35120794,0.3569612,0.33408982,4.85
rabbi,minister,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62
meter,inch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08
polyester,cotton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63
lawyer,banker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88
violin,instrument,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58
camp,cabin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
pot,appliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53
linen,fabric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47
whiskey,champagne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33
girl,child,0.35090438,0.7863742,0.7845446,0.77660704,0.7667808,0.7408072,0.7390896,0.7126037,0.70641494,0.6801348,0.63082266,0.6849406,0.6446322,0.6658846,0.6511574,0.6051706,0.5701581,0.6466405,0.5738231,0.5353027,0.5833255,0.5146036,0.5190082,0.5355935,0.5518501,0.32364118,0.33223957,0.2695605,0.35045,0.32580918,0.3345722,0.32008195,0.32413688,0.3147351,0.36576107,0.36489612,0.3859706,0.4197719,0.3773502,0.40215343,0.40652657,0.39250398,0.39848068,0.41092035,0.40678382,0.4280575,0.4073469,0.4077494,0.4363199,0.45096228,5.38
cottage,cabin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72
bird,hen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03
racket,noise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1
sunset,evening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98
drizzle,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17
adult,baby,0.32376397,0.7424575,0.7653178,0.72631484,0.66770947,0.64594114,0.6571915,0.57926965,0.5725478,0.6050055,0.53869843,0.5398817,0.57575274,0.5639818,0.46292678,0.46895006,0.5191226,0.45168734,0.41334403,0.5103292,0.48942414,0.41334903,0.33158493,0.43489146,0.4707361,0.24420351,0.22336458,0.21308558,0.20057458,0.16919056,0.19326949,0.22382084,0.20571494,0.22626941,0.20404826,0.23394704,0.17010254,0.22560596,0.2725553,0.23953617,0.23055115,0.26574054,0.30202854,0.25112638,0.2700681,0.31023264,0.28022844,0.28116858,0.29690415,0.30111843,2.22
charcoal,coal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63
body,spine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78
head,nail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47
log,timber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05
spoon,cup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02
body,nerve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13
man,husband,0.22390622,0.6841914,0.6981294,0.7054298,0.69621575,0.6567212,0.67250544,0.65745366,0.61840916,0.6207712,0.60804355,0.5475935,0.56949437,0.5592306,0.5150211,0.5153645,0.48440304,0.53296965,0.4565243,0.44392294,0.4570266,0.46760163,0.45372164,0.38308477,0.44573656,0.21257164,0.18698807,0.20189524,0.1877894,0.20120677,0.20468596,0.2329701,0.2522028,0.23322017,0.26396254,0.22933862,0.25283664,0.26375073,0.24351302,0.26352996,0.275518,0.2715124,0.2759016,0.2888892,0.29863954,0.28423828,0.2816987,0.29691565,0.28893015,0.32683235,5.32
bone,neck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53
frustration,anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5
river,sea,0.42643818,0.7762469,0.80529904,0.8242346,0.8230089,0.8213771,0.78665847,0.79425865,0.79400617,0.7550479,0.7764405,0.7393116,0.7714291,0.7577605,0.7418468,0.7398579,0.736527,0.7320045,0.7366325,0.717183,0.6933145,0.6947228,0.705356,0.6950572,0.6967485,0.4130541,0.39643985,0.4158799,0.4308706,0.4201813,0.45617482,0.44567335,0.44672924,0.48851743,0.48897576,0.49578163,0.4949426,0.49019858,0.5122464,0.51941705,0.49625903,0.5134355,0.49922833,0.5290432,0.5501636,0.5111277,0.52086234,0.530272,0.5399275,0.5262124,5.72
task,job,0.30522215,0.74125147,0.7336492,0.71781224,0.70079553,0.6824469,0.69078976,0.66267693,0.62413263,0.63017714,0.6246345,0.56856096,0.52825284,0.5110501,0.5687063,0.52932847,0.505353,0.48491803,0.44103682,0.47804332,0.4220342,0.3937254,0.4246223,0.4171729,0.4578585,0.26820248,0.2811187,0.28419316,0.2761926,0.25840035,0.26972628,0.27001518,0.29455808,0.2530415,0.2398665,0.27546257,0.29196396,0.24683148,0.28863376,0.27864915,0.29537308,0.27405673,0.2791548,0.25444365,0.27044204,0.307895,0.28360945,0.27580544,0.28298926,0.34243578,8.87
club,society,0.19724199,0.6982976,0.7776398,0.7862942,0.7683146,0.74631345,0.7600861,0.7299925,0.70902395,0.72253776,0.69889855,0.6852708,0.6866676,0.67944324,0.6420949,0.63319343,0.6190165,0.5998001,0.6013929,0.5890525,0.5778816,0.5739895,0.5986024,0.58036447,0.56028545,0.20111069,0.21259668,0.17431518,0.20309404,0.2030038,0.24529044,0.21817836,0.2379426,0.22696763,0.20383601,0.2500279,0.26574722,0.22136483,0.2352652,0.24109519,0.22990973,0.2486687,0.2449651,0.22519504,0.22499467,0.22997749,0.25695488,0.24464905,0.20391056,0.24786112,5.23
reflection,image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27
prince,king,0.49056205,0.8379737,0.86373085,0.8720747,0.8563864,0.84728336,0.8339888,0.83927715,0.8347534,0.81010103,0.78753585,0.801069,0.7916746,0.78293467,0.7759701,0.72475815,0.7426224,0.75162095,0.73804516,0.72170144,0.6859188,0.69775236,0.66705155,0.6994906,0.697904,0.5067957,0.46050757,0.43851995,0.45507693,0.4964472,0.4707431,0.48260388,0.48771912,0.50593257,0.51574844,0.5122411,0.51867765,0.53415716,0.5289656,0.5201273,0.5130575,0.5358635,0.54533505,0.5271951,0.5543936,0.55212843,0.5532809,0.54528916,0.52074724,0.5345248,5.92
snow,weather,0.4352088,0.8035294,0.8037424,0.7797288,0.76056135,0.70983183,0.73389804,0.7397945,0.7099,0.7149457,0.67405146,0.6570842,0.6525742,0.68997824,0.66736555,0.6436168,0.6565119,0.6343898,0.6500559,0.5730964,0.6034034,0.5834431,0.6068879,0.6291639,0.56100917,0.42408836,0.39768803,0.4341312,0.39789397,0.3915587,0.4004825,0.4496155,0.4315781,0.38462204,0.40041912,0.39860266,0.42979592,0.41989976,0.44213068,0.422358,0.43143082,0.44740528,0.4328962,0.4450813,0.40858138,0.47346812,0.4639758,0.41971865,0.4767202,0.4401766,5.48
people,party,0.12785816,0.69557106,0.76954806,0.7999652,0.8014635,0.7925925,0.78084236,0.78646874,0.7798593,0.76191586,0.7681987,0.7633947,0.7367011,0.74861616,0.7317775,0.725472,0.69721615,0.7120239,0.7120694,0.6931733,0.70329624,0.6860622,0.6907737,0.67334425,0.6652584,0.15459342,0.17374484,0.17254278,0.18199539,0.18173724,0.19141471,0.1742772,0.19690454,0.22291732,0.22515611,0.21388632,0.21830143,0.21869056,0.23305964,0.2402317,0.23052238,0.23593101,0.23803222,0.24309094,0.25836504,0.27136725,0.24002384,0.23977429,0.24860482,0.27283394,2.2
boy,brother,0.28794494,0.78411514,0.81555164,0.81629574,0.7930945,0.7865628,0.7732456,0.75323457,0.73995036,0.73418325,0.7043458,0.7193402,0.67373574,0.6741331,0.6522324,0.66428006,0.6168878,0.6384634,0.6500006,0.6131335,0.6068179,0.62529695,0.61775863,0.58636856,0.5293485,0.2765534,0.2605259,0.28043675,0.27340072,0.27298373,0.27001208,0.31299004,0.27686423,0.29370016,0.29742745,0.31974822,0.32474846,0.29523757,0.3118614,0.3012425,0.31053156,0.29635638,0.29605156,0.34783074,0.30873233,0.293926,0.28996903,0.28998244,0.3138532,0.2927826,6.67
root,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55
brow,eye,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82
money,pearl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1
money,diamond,0.18027441,0.73727155,0.7547146,0.752303,0.7507373,0.71951663,0.7151386,0.6866545,0.6811665,0.6378904,0.6299373,0.61166537,0.5907741,0.5767484,0.56071573,0.5964422,0.50465834,0.55149734,0.5120498,0.5292466,0.5327992,0.45363823,0.4364916,0.44009638,0.5132667,0.19238086,0.12124223,0.072609566,0.1605989,0.06518983,0.12307191,0.15992008,0.0983704,0.12819114,0.096241355,0.14688532,0.12123905,0.13387749,0.15574253,0.12625666,0.11267601,0.12098352,0.12983055,0.113635845,0.17399311,0.13619946,0.19400556,0.18022,0.17977315,0.16075662,3.42
vehicle,bus,0.37506917,0.76333827,0.7875906,0.8043787,0.7720922,0.7565446,0.75472105,0.7334547,0.729081,0.6921153,0.66783524,0.6511761,0.6151257,0.6754739,0.66107494,0.6262866,0.650816,0.5818159,0.5924819,0.6214012,0.6287885,0.55004466,0.52637196,0.55834067,0.5356808,0.36348826,0.32715514,0.29185373,0.2661167,0.25785172,0.2313816,0.2358254,0.15692954,0.21735837,0.20041019,0.22313823,0.19917457,0.20012014,0.22283587,0.22941032,0.23350644,0.24406718,0.22146165,0.21500754,0.22054046,0.21905449,0.23942937,0.27289355,0.2286289,0.22769949,6.47
cab,bus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
house,barn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33
finger,palm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33
car,bridge,0.21092653,0.70683885,0.7531611,0.77395064,0.77301085,0.74341005,0.7186737,0.68087757,0.68825203,0.6939733,0.64029217,0.64392984,0.64888287,0.62224984,0.6093432,0.6322328,0.6232538,0.5620071,0.5872262,0.53370047,0.56756675,0.57210577,0.519143,0.5360646,0.56430817,0.17921862,0.17782448,0.15463406,0.15824491,0.1819573,0.1901249,0.19501276,0.19111666,0.20230718,0.21696138,0.22497752,0.1950985,0.19415796,0.20877308,0.2232472,0.19299586,0.22760956,0.19311073,0.1982404,0.22426526,0.1931842,0.22115761,0.19869214,0.19244727,0.22541392,0.95
effort,difficulty,0.31374308,0.7011036,0.7190484,0.6901496,0.63756347,0.59759367,0.57613504,0.52875197,0.49704644,0.5184361,0.3766302,0.4713109,0.36940688,0.32235497,0.35805258,0.3250863,0.30397952,0.3238855,0.29209274,0.3537532,0.18268904,0.3149504,0.22211802,0.25198534,0.30976325,0.28847757,0.19591334,0.1634353,0.14144105,0.16248477,0.15982452,0.13463654,0.14422995,0.14180031,0.19146235,0.15146182,0.20502579,0.18438374,0.16813815,0.2058962,0.22364834,0.23199572,0.20939225,0.21947607,0.28778458,0.24451634,0.26227903,0.21854189,0.26173472,0.19066253,4.45
fact,insight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77
job,management,0.14060287,0.76356053,0.8071615,0.80261034,0.7900937,0.7903519,0.76016974,0.72813547,0.68602616,0.67486405,0.6842079,0.64196575,0.63987374,0.61174333,0.5867579,0.5920789,0.608804,0.5953986,0.5507325,0.55123967,0.51795816,0.5063646,0.46823543,0.5128528,0.48007673,0.11231332,0.16892546,0.1793206,0.15711397,0.20242247,0.15943113,0.19520791,0.15598717,0.2059829,0.20691955,0.2109274,0.24716942,0.16473356,0.17522588,0.2028726,0.19327906,0.22425729,0.20829728,0.2547375,0.20775828,0.22927935,0.23236674,0.2528094,0.27471757,0.24546352,3.97
cancer,sickness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93
word,newspaper,0.122285396,0.71562314,0.7489114,0.7314881,0.72777534,0.7009358,0.6774894,0.68612814,0.6723043,0.6511997,0.6343721,0.6245382,0.5489947,0.60471636,0.57079804,0.5929522,0.58126163,0.55894536,0.5400206,0.5503402,0.50382334,0.5269904,0.48834276,0.50991017,0.5085767,0.1205319,0.11496244,0.14780101,0.08815609,0.1473529,0.1301801,0.13112871,0.1508114,0.14983898,0.16117583,0.13569924,0.19904402,0.15070191,0.16522565,0.16510838,0.1570306,0.1738318,0.17570123,0.18797842,0.15981957,0.19626334,0.20446703,0.17507415,0.20389168,0.16679233,2.47
composer,writer,0.6913799,0.929594,0.9295886,0.9326552,0.92728615,0.92362905,0.91178703,0.903944,0.8988142,0.8877878,0.8686093,0.8864924,0.8648823,0.86985695,0.844392,0.8382197,0.8457088,0.8395182,0.82856554,0.80379176,0.8185173,0.7934701,0.8082087,0.8094152,0.79134136,0.61968976,0.604934,0.6446718,0.6303972,0.63114166,0.6352506,0.6468411,0.64440435,0.68932045,0.6688359,0.6972879,0.67354876,0.6857836,0.67692375,0.6991606,0.7088641,0.7118888,0.7082017,0.71571517,0.7185631,0.7178997,0.72736025,0.7379395,0.722096,0.72632337,6.58
